nombre_aeropouerto,codigo_IATA,ISO_pais,ISO_region
CUERNAVACA - GENERAL MARIANO MATAMOROS,CVJ,MX,MX-MOR
CIUDAD ACUÑA NEW INTERNATIONAL,ACN,MX,MX-COA
CIUDAD DEL CARMEN INTERNATIONAL,CME,MX,MX-CAM
NUEVO CASAS GRANDES MUNICIPAL,NCG,MX,MX-CHH
BACHIGUALATO FEDERAL INTERNATIONAL,CUL,MX,MX-SIN
CHETUMAL INTERNATIONAL,CTM,MX,MX-ROO
CIUDAD OBREGÓN INTERNATIONAL,CEN,MX,MX-SON
SAN ANTONIO COPALAR,CJT,MX,MX-CHP
INGENIERO ALBERTO ACUÑA ONGAY INTERNATIONAL,CPE,MX,MX-CAM
ABRAHAM GONZÁLEZ INTERNATIONAL,CJS,MX,MX-CHH
CHICHEN ITZA INTERNATIONAL,CZA,MX,MX-YUC
GENERAL ROBERTO FIERRO VILLALOBOS INTERNATIONAL,CUU,MX,MX-CHH
GENERAL PEDRO JOSE MENDEZ INTERNATIONAL,CVM,MX,MX-TAM
CAPTAIN ROGELIO CASTILLO NATIONAL,CYW,MX,MX-GUA
COZUMEL INTERNATIONAL,CZM,MX,MX-ROO
CIUDAD CONSTITUCIÓN NATIONAL,CUA,MX,MX-BCS
CIUDAD MANTE NATIONAL,MMC,MX,MX-TAM
GENERAL GUADALUPE VICTORIA INTERNATIONAL,DGO,MX,MX-DUR
AMADO NERVO NATIONAL,TPQ,MX,MX-NAY
ENSENADA INTERNATIONAL / EL CIPRES AIR BASE,ESE,MX,MX-BCN
DON MIGUEL HIDALGO Y COSTILLA INTERNATIONAL,GDL,MX,MX-JAL
GENERAL JOSÉ MARÍA YÁÑEZ INTERNATIONAL,GYM,MX,MX-SON
GUERRERO NEGRO,GUB,MX,MX-BCN
TEHUACAN,TCN,MX,MX-PUE
GENERAL IGNACIO P. GARCIA INTERNATIONAL,HMO,MX,MX-SON
LICENCIADO MIGUEL DE LA MADRID,CLQ,MX,MX-COL
ISLA MUJERES,ISJ,MX,MX-ROO
PLAN DE GUADALUPE INTERNATIONAL,SLW,MX,MX-COA
IXTEPEC,IZT,MX,MX-OAX
EL LENCERO,JAL,MX,MX-VER
ATIZAPÁN DE ZARAGOZA - DOCTOR JORGE JIMÉNEZ CANTU NATIONAL,AZP,MX,MX-MEX
LÁZARO CÁRDENAS,LZC,MX,MX-MIC
VALLE DEL FUERTE INTERNATIONAL,LMM,MX,MX-SIN
DEL BAJÍO INTERNATIONAL,BJX,MX,MX-GUA
MANUEL MÁRQUEZ DE LEÓN INTERNATIONAL,LAP,MX,MX-BCS
LORETO INTERNATIONAL,LTO,MX,MX-BCS
GENERAL SERVANDO CANALES INTERNATIONAL,MAM,MX,MX-TAM
LICENCIADO MANUEL CRESCENCIO REJON INT,MID,MX,MX-YUC
MULEGE,MUG,MX,MX-BCS
GENERAL RODOLFO SÁNCHEZ TABOADA INTERNATIONAL,MXL,MX,MX-BCN
GENERAL FRANCISCO J. MUJICA INTERNATIONAL,MLM,MX,MX-MIC
MINATITLÁN/COATZACOALCOS NATIONAL,MTT,MX,MX-VER
MONCLOVA INTERNATIONAL,LOV,MX,MX-COA
LICENCIADO BENITO JUAREZ INTERNATIONAL,MEX,MX,MX-DIF
GENERAL MARIANO ESCOBEDO INTERNATIONAL,MTY,MX,MX-NLE
GENERAL RAFAEL BUELNA INTERNATIONAL,MZT,MX,MX-SIN
NOGALES INTERNATIONAL,NOG,MX,MX-SON
QUETZALCÓATL INTERNATIONAL,NLD,MX,MX-TAM
XOXOCOTLÁN INTERNATIONAL,OAX,MX,MX-OAX
EL TAJÍN NATIONAL,PAZ,MX,MX-VER
HERMANOS SERDÁN INTERNATIONAL,PBC,MX,MX-PUE
PIEDRAS NEGRAS INTERNATIONAL,PDS,MX,MX-COA
PUNTA COLORADA,PCO,MX,MX-BCS
URUAPAN - LICENCIADO Y GENERAL IGNACIO LOPEZ RAYON INTERNATIONAL,UPN,MX,MX-MIC
PALENQUE INTERNATIONAL,PQM,MX,MX-CHP
LICENCIADO GUSTAVO DÍAZ ORDAZ INTERNATIONAL,PVR,MX,MX-JAL
PUERTO ESCONDIDO INTERNATIONAL,PXM,MX,MX-OAX
QUERÉTARO INTERCONTINENTAL,QRO,MX,MX-QUE
GENERAL LUCIO BLANCO INTERNATIONAL,REX,MX,MX-TAM
LOS CABOS INTERNATIONAL,SJD,MX,MX-BCS
SAN FELIPE INTERNATIONAL,SFH,MX,MX-BCN
SANTA LUCÍA AIR FORCE BASE / GENERAL FELIPE ÁNGELES INTERNATIONAL,NLU,MX,MX-MEX
PONCIANO ARRIAGA INTERNATIONAL,SLP,MX,MX-SLP
FRANCISCO SARABIA INTERNATIONAL,TRC,MX,MX-COA
ANGEL ALBINO CORZO INTERNATIONAL,TGZ,MX,MX-CHP
GENERAL ABELARDO L. RODRÍGUEZ INTERNATIONAL,TIJ,MX,MX-BCN
GENERAL FRANCISCO JAVIER MINA INTERNATIONAL,TAM,MX,MX-TAM
TAMUIN,TSL,MX,MX-SLP
LICENCIADO ADOLFO LOPEZ MATEOS INTERNATIONAL,TLC,MX,MX-MEX
TAPACHULA INTERNATIONAL,TAP,MX,MX-CHP
CANCÚN INTERNATIONAL,CUN,MX,MX-ROO
MAL,MMV,PG,PG-ESW
CARLOS ROVIROSA PÉREZ INTERNATIONAL,VSA,MX,MX-TAB
GENERAL HERIBERTO JARA INTERNATIONAL,VER,MX,MX-VER
GENERAL LEOBARDO C. RUIZ INTERNATIONAL,ZCL,MX,MX-ZAC
IXTAPA ZIHUATANEJO INTERNATIONAL,ZIH,MX,MX-GRO
ZAMORA,ZMM,MX,MX-MIC
PLAYA DE ORO INTERNATIONAL,ZLO,MX,MX-COL
MANDALGOBI,MXW,MN,MN-059
BLUEFIELDS,BEF,NI,NI-AS
SAN PEDRO,BZA,NI,NI-AN
COSTA ESMERALDA,ECI,NI,NI-RI
CORN ISLAND,RNI,NI,NI-AS
AUGUSTO C. SANDINO (MANAGUA) INTERNATIONAL,MGA,NI,NI-MN
NUEVA GUINEA,NVG,NI,NI-AS
PUERTO CABEZAS,PUZ,NI,NI-AN
ROSITA,RFS,NI,NI-AN
SAN CARLOS,NCR,NI,NI-SJ
SIUNA,SIU,NI,NI-AN
WASPAM,WSP,NI,NI-AN
MALEO,MOH,ID,ID-ST
MOSES POINT,MOS,US,US-AK
BOCAS DEL TORO INTERNATIONAL,BOC,PA,PA-1
ALONSO VALDERRAMA,CTD,PA,PA-6
CAP MANUEL NIÑO INTERNATIONAL,CHX,PA,PA-1
ENRIQUE MALEK INTERNATIONAL,DAV,PA,PA-4
ENRIQUE ADOLFO JIMENEZ,ONX,PA,PA-3
MAKINI,MPG,PG,PG-MPL
PANAMÁ PACÍFICO INTERNATIONAL,BLB,PA,PA-10
MAMITUPO,MPI,PA,PA-KY
JAQUÉ,JQE,PA,PA-5
MARCOS A. GELABERT INTERNATIONAL,PAC,PA,PA-8
PUERTO OBALDÍA,PUE,PA,PA-KY
CAPT. J. MONTENEGRO,PDM,PA,PA-7
SCARLETT MARTINEZ INTERNATIONAL,RIH,PA,PA-2
RUBEN CANTU,SYP,PA,PA-9
TOCUMEN INTERNATIONAL,PTY,PA,PA-8
MAPUA(MABUA),MPU,PG,PG-NIK
EL PORVENIR,PVE,PA,PA-KY
SAN BLAS,NBL,PA,PA-KY
MIYANMIN,MPX,PG,PG-SAN
MALAM,MQO,PG,PG-WPD
LA FORTUNA ARENAL,FON,CR,CR-A
AEROTORTUGUERO,TTQ,CR,CR-L
BUENOS AIRES,BAI,CR,CR-P
BARRA DEL COLORADO,BCL,CR,CR-L
COTO 47,OTR,CR,CR-P
CHACARITA,JAP,CR,CR-P
PLAYA SAMARA/CARRILLO,PLD,CR,CR-G
DRAKE BAY,DRK,CR,CR-P
FLAMINGO,FMG,CR,CR-G
GOLFITO,GLF,CR,CR-P
GUAPILES,GPL,CR,CR-L
ISLITA,PBP,CR,CR-G
GUANACASTE,LIR,CR,CR-G
LOS CHILES,LSL,CR,CR-A
LIMON INTERNATIONAL,LIO,CR,CR-L
MOJICA,CSC,CR,CR-G
GUANACASTE,NCT,CR,CR-G
NOSARA,NOB,CR,CR-G
JUAN SANTAMARÍA INTERNATIONAL,SJO,CR,CR-A
PUERTO JIMENEZ,PJM,CR,CR-P
PALMAR SUR,PMZ,CR,CR-P
TOBÍAS BOLAÑOS INTERNATIONAL,SYQ,CR,CR-SJ
QUEPOS MANAGUA,XQP,CR,CR-P
RIO FRIO / PROGRESO,RFR,CR,CR-H
SAN ISIDRO DEL GENERAL,IPZ,CR,CR-SJ
SAN VITO DE JAVA,TOO,CR,CR-P
MOROAK,MRT,AU,AU-NT
TAMARINDO,TNO,CR,CR-G
TAMBOR,TMU,CR,CR-P
UPALA,UPL,CR,CR-A
MONSEÑOR ÓSCAR ARNULFO ROMERO INTERNATIONAL,SAL,SV,SV-PA
LES CAYES,CYA,HT,HT-SD
CAP HAITIEN INTERNATIONAL,CAP,HT,HT-ND
METRO FIELD,MTX,US,US-AK
JACMEL,JAK,HT,HT-SE
JÉRÉMIE,JEE,HT,HT-GA
TOUSSAINT LOUVERTURE INTERNATIONAL,PAP,HT,HT-OU
PORT-DE-PAIX,PAX,HT,HT-NO
MONTEPUEZ,MTU,MZ,MZ-P
GUSTAVO RIZO,BCA,CU,CU-14
LAS BRUJAS,BWW,CU,CU-07
CARLOS MANUEL DE CESPEDES,BYM,CU,CU-12
MAXIMO GOMEZ,AVI,CU,CU-08
JARDINES DEL REY,CCC,CU,CU-08
JAIME GONZALEZ,CFG,CU,CU-06
VILO ACUÑA INTERNATIONAL,CYO,CU,CU-99
IGNACIO AGRAMONTE INTERNATIONAL,CMW,CU,CU-09
ANTONIO MACEO INTERNATIONAL,SCU,CU,CU-13
LEEWARD POINT FIELD,NBW,CU,CU-14
MARIANA GRAJALES,GAO,CU,CU-14
JOSÉ MARTÍ INTERNATIONAL,HAV,CU,CU-03
FRANK PAIS INTERNATIONAL,HOG,CU,CU-11
KAWAMA,VRO,CU,CU-04
LA COLOMA,LCL,CU,CU-01
PUNTA DE MAISI,UMA,CU,CU-14
MAYAJIGUA,MJG,CU,CU-07
ORESTES ACOSTA,MOA,CU,CU-11
SIERRA MAESTRA,MZO,CU,CU-12
SAN NICOLAS DE BARI,QSN,CU,CU-16
NICARO,ICR,CU,CU-11
RAFAEL CABRERA,GER,CU,CU-99
PLAYA BARACOA,UPB,CU,CU-15
ABEL SANTAMARIA,SNU,CU,CU-05
SAN JULIAN AIR BASE,SNJ,CU,CU-01
SIGUANEA,SZJ,CU,CU-99
SANCTI SPIRITUS,USS,CU,CU-07
ALBERTO DELGADO,TND,CU,CU-07
JUAN GUALBERTO GOMEZ INTERNATIONAL,VRA,CU,CU-04
HERMANOS AMEIJEIRAS,VTU,CU,CU-10
GERRARD SMITH INTERNATIONAL,CYB,KY,KY-U-A
EDWARD BODDEN LITTLE CAYMAN AIRFIELD,LYB,KY,KY-U-A
OWEN ROBERTS INTERNATIONAL,GCM,KY,KY-U-A
MOTSWARI,MWR,ZA,ZA-MP
MUSSAU,MWU,PG,PG-NIK
PUNTA ABREOJOS,AJS,MX,MX-BCS
APATZINGÁN - PABLO L. SIDAR,AZG,MX,MX-MIC
PLAYA DEL CARMEN,PCM,MX,MX-ROO
PUNTA CHIVATO,PCV,MX,MX-BCS
SALINA CRUZ NAVAL AIR STATION,SCX,MX,MX-OAX
SAN IGNACIO,SGM,MX,MX-BCS
TULUM NAVAL AIR STATION,TUY,MX,MX-ROO
SAN LUIS RÍO COLORADO,UAC,MX,MX-SON
ÁLAMOS,XAL,MX,MX-SON
MONTICELLO,MXC,US,US-UT
MINDIK,MXK,PG,PG-MPL
MOUSSORO,MXR,TD,TD-KA
SUNGAI TEKAI,GTK,MY,MY-01
LONG BANGA,LBP,MY,MY-13
LONG LAMA,LLM,MY,MY-13
MOSTYN,MZS,MY,MY-12
SIPITANG,SPT,MY,MY-12
CLARENCE A. BAIN,MAY,BS,BS-SA
ANDROS TOWN,ASD,BS,BS-NS
CONGO TOWN,TZN,BS,BS-SA
LEONARD M THOMPSON INTERNATIONAL,MHH,BS,BS-CO
SAN ANDROS,SAQ,BS,BS-NS
SPRING POINT,AXP,BS,BS-AK
TREASURE CAY,TCB,BS,BS-CO
WALKERS CAY,WKR,BS,BS-NO
CHUB CAY,CCZ,BS,BS-NS
GREAT HARBOUR CAY,GHC,BS,BS-BY
SOUTH BIMINI,BIM,BS,BS-BI
ARTHUR'S TOWN,ATC,BS,BS-CI
NEW BIGHT,TBI,BS,BS-CI
COLONEL HILL,CRI,BS,BS-CK
PITTS TOWN,PWN,BS,BS-CK
EXUMA INTERNATIONAL,GGT,BS,BS-EX
NORTH ELEUTHERA,ELH,BS,BS-HI
GOVERNOR'S HARBOUR,GHB,BS,BS-CE
NORMANS CAY,NMC,BS,BS-EX
ROCK SOUND,RSD,BS,BS-SE
STANIEL CAY,TYM,BS,BS-EX
GRAND BAHAMA INTERNATIONAL,FPO,BS,BS-FP
GRAND BAHAMA AUXILIARY AIRFIELD,GBI,BS,BS-EG
WEST END,WTD,BS,BS-WG
INAGUA,IGA,BS,BS-IN
MAY CREEK,MYK,US,US-AK
DEADMAN'S CAY,LGI,BS,BS-LI
STELLA MARIS,SML,BS,BS-LI
MAYAGUANA,MYG,BS,BS-MG
LYNDEN PINDLING INTERNATIONAL,NAS,BS,BS-NP
DUNCAN TOWN,DCT,BS,BS-RI
RUM CAY,RCY,BS,BS-RC
MOYALE,MYS,ET,ET-OR
SAN SALVADOR,ZSA,BS,BS-SS
MENYAMYA,MYX,PG,PG-MPL
PARADISE ISLAND,NTC,MZ,MZ-I
IBO,IBO,MZ,MZ-P
CHOKWÉ,TGS,MZ,MZ-G
PHILIP S. W. GOLDSON INTERNATIONAL,BZE,BZ,BZ-BZ
MANATEE,MZE,BZ,BZ-CY
SAN IGNACIO TOWN (MAYA FLATS) AIRSTRIP,CYD,BZ,BZ-CY
INE,IMI,MH,MH-ARN
BAGANI,BQI,NA,NA-KE
CHANGBAISHAN,NBS,CN,CN-22
AITUTAKI,AIT,CK,CK-U-A
ENUA,AIU,CK,CK-U-A
MANGAIA ISLAND,MGS,CK,CK-U-A
MANIHIKI ISLAND,MHX,CK,CK-U-A
MAUKE,MUK,CK,CK-U-A
MITIARO ISLAND,MOI,CK,CK-U-A
PUKAPUKA ISLAND,PZK,CK,CK-U-A
TONGAREVA,PYE,CK,CK-U-A
RAROTONGA INTERNATIONAL,RAR,CK,CK-U-A
NAMUDI,NDI,PG,PG-NPP
NADUNUMU,NDN,PG,PG-CPM
BROWNS,EPG,US,US-NE
CICIA,ICI,FJ,FJ-E
NADI INTERNATIONAL,NAN,FJ,FJ-W
MALOLO LAILAI ISLAND,PTF,FJ,FJ-W
RABI ISLAND,RBI,FJ,FJ-N
VUNISEA,KDV,FJ,FJ-E
MANA ISLAND,MNF,FJ,FJ-W
MOALA,MFJ,FJ,FJ-E
NAUSORI INTERNATIONAL,SUV,FJ,FJ-C
LEVUKA AIRFIELD,LEV,FJ,FJ-E
NGAU,NGI,FJ,FJ-E
LAUCALA ISLAND,LUC,FJ,FJ-N
LAKEBA ISLAND,LKB,FJ,FJ-E
LABASA,LBS,FJ,FJ-N
MATEI,TVU,FJ,FJ-N
KORO ISLAND,KXF,FJ,FJ-E
ROTUMA,RTA,FJ,FJ-R
SAVUSAVU,SVU,FJ,FJ-N
VATUKOULA,VAU,FJ,FJ-W
WAKAYA ISLAND,KAY,FJ,FJ-E
ONO-I-LAU,ONU,FJ,FJ-E
YASAWA ISLAND,YAS,FJ,FJ-W
KAUFANA,EUA,TO,TO-01
FUA'AMOTU INTERNATIONAL,TBU,TO,TO-04
LIFUKA ISLAND,HPA,TO,TO-02
MATA'AHO,NFO,TO,TO-03
KUINI LAVENIA,NTT,TO,TO-03
VAVA'U INTERNATIONAL,VAV,TO,TO-05
VANUA BALAVU,VBV,FJ,FJ-E
VATULELE,VTF,FJ,FJ-W
GOMBE LAWANTI INTERNATIONAL,GMO,NG,NG-GO
PORT HARCOURT CITY / PORT HARCOURT AIR FORCE BASE,PHG,NG,NG-RI
WARRI,QRW,NG,NG-DE
ABAIANG,ABF,KI,KI-G
BERU,BEZ,KI,KI-G
FUNAFUTI INTERNATIONAL,FUN,TV,TV-FUN
KURIA,KUC,KI,KI-G
MAIANA,MNK,KI,KI-G
MARAKEI,MZK,KI,KI-G
MAKIN ISLAND,MTK,KI,KI-G
NIKUNAU,NIG,KI,KI-G
ONOTOA,OOT,KI,KI-G
BONRIKI INTERNATIONAL,TRW,KI,KI-G
ABEMAMA,AEA,KI,KI-G
TABITEUEA NORTH,TBF,KI,KI-G
TAMANA ISLAND,TMN,KI,KI-G
NONOUTI,NON,KI,KI-G
ARORAE ISLAND,AIS,KI,KI-G
TABITEUEA SOUTH,TSU,KI,KI-G
BUTARITARI,BBG,KI,KI-G
ARANUKA,AAK,KI,KI-G
NIOKOLO-KOBA,NIK,SN,SN-TC
NIUE INTERNATIONAL,IUE,NU,NU-U-A
NENJIANG MELGEN,NJJ,CN,CN-23
SINAK,NKD,ID,ID-PA
NINGLANG LUGUHU,NLH,CN,CN-53
POINTE VELE,FUT,WF,WF-U-A
HIHIFO,WLS,WF,WF-U-A
INDUSTRIAL AIRPARK,HBB,US,US-NM
NANGADE,NND,MZ,MZ-P
NOMAD RIVER,NOM,PG,PG-WPD
NAORO,NOO,PG,PG-CPM
NIPA,NPG,PG,PG-SHM
NEWRY,NRY,AU,AU-NT
OFU,OFU,AS,AS-MA
ASAU,AAU,WS,WS-VS
FALEOLO INTERNATIONAL,APW,WS,WS-AA
FITIUTA,FTI,AS,AS-MA
MAOTA,MXS,WS,WS-PA
PAGO PAGO INTERNATIONAL,PPG,AS,AS-WT
FAA'A INTERNATIONAL,PPT,PF,PF-U-A
RIMATARA,RMT,PF,PF-U-A
RURUTU,RUR,PF,PF-U-A
TUBUAI,TUB,PF,PF-U-A
RAIVAVAE,RVV,PF,PF-U-A
ANAA,AAA,PF,PF-U-A
FANGATAU,FGU,PF,PF-U-A
TIKEHAU,TIH,PF,PF-U-A
APATAKI,APK,PF,PF-U-A
REAO,REA,PF,PF-U-A
FAKARAVA,FAV,PF,PF-U-A
HIKUERU,HHZ,PF,PF-U-A
MANIHI,XMH,PF,PF-U-A
TOTEGEGIE,GMR,PF,PF-U-A
KAUKURA,KKR,PF,PF-U-A
MAKEMO,MKP,PF,PF-U-A
NAPUKA ISLAND,NAU,PF,PF-U-A
TATAKOTO,TKV,PF,PF-U-A
PUKA PUKA,PKP,PF,PF-U-A
PUKARUHA,PUK,PF,PF-U-A
TAKAPOTO,TKP,PF,PF-U-A
ARUTUA,AXR,PF,PF-U-A
MATAIVA,MVT,PF,PF-U-A
NUKUTAVAKE,NUK,PF,PF-U-A
TUREIA,ZTA,PF,PF-U-A
AHE,AHE,PF,PF-U-A
KAUEHI,KHZ,PF,PF-U-A
FAAITE,FAC,PF,PF-U-A
FAKAHINA,FHZ,PF,PF-U-A
ARATIKA NORD,RKA,PF,PF-U-A
TAKUME,TJN,PF,PF-U-A
NAIU,NIU,PF,PF-U-A
RAROIA,RRR,PF,PF-U-A
TAKAROA,TKX,PF,PF-U-A
KATIU,KXU,PF,PF-U-A
NUKUTEPIPI,NKP,PF,PF-U-A
NUKU HIVA,NHV,PF,PF-U-A
HIVA OA-ATUONA,AUQ,PF,PF-U-A
UA POU,UAP,PF,PF-U-A
UA HUKA,UAH,PF,PF-U-A
BORA BORA,BOB,PF,PF-U-A
TETIAROA,TTI,PF,PF-U-A
RANGIROA,RGI,PF,PF-U-A
HUAHINE-FARE,HUH,PF,PF-U-A
MOOREA TEMAE,MOZ,PF,PF-U-A
HAO,HOI,PF,PF-U-A
MAUPITI,MAU,PF,PF-U-A
RAIATEA,RFP,PF,PF-U-A
TUPAI,TPX,PF,PF-U-A
MORUROA,UOA,PF,PF-U-A
VAHITAHI,VHZ,PF,PF-U-A
NUGURIA AIRSTRIP,NUG,PG,PG-NIK
YUCCA AIRSTRIP,UCC,US,US-NV
MOTA LAVA,MTV,VU,VU-TOB
SOLA,SLH,VU,VU-TOB
TORRES AIRSTRIP,TOH,VU,VU-TOB
SIWO,EAE,VU,VU-SEE
CRAIG COVE,CCV,VU,VU-MAP
LONGANA,LOD,VU,VU-PAM
SARA,SSR,VU,VU-PAM
TAVIE,PBJ,VU,VU-MAP
LAMAP,LPM,VU,VU-MAP
LAMEN BAY,LNB,VU,VU-SEE
MAEWO-NAONE,MWF,VU,VU-PAM
LONORORE,LNE,VU,VU-PAM
NORSUP,NUS,VU,VU-MAP
GAUA ISLAND,ZGU,VU,VU-TOB
REDCLIFFE,RCL,VU,VU-PAM
SANTO PEKOA INTERNATIONAL,SON,VU,VU-SAM
TONGOA,TGH,VU,VU-SEE
ULÉI,ULB,VU,VU-MAP
VALESDIR,VLS,VU,VU-SEE
WALAHA,WLH,VU,VU-PAM
SOUTHWEST BAY,SWJ,VU,VU-MAP
NORTH WEST SANTO,OLJ,VU,VU-SAM
ANEITYUM,AUY,VU,VU-TAE
ANIWA,AWD,VU,VU-TAE
DILLON'S BAY,DLY,VU,VU-TAE
FUTUNA,FTA,VU,VU-TAE
IPOTA,IPA,VU,VU-TAE
BAUERFIELD INTERNATIONAL,VLI,VU,VU-SEE
TANNA,TAH,VU,VU-TAE
NOWATA,NWT,PG,PG-MBA
TIGA,TGJ,NC,NC-U-A
ÎLE ART - WAALA,BMY,NC,NC-U-A
KONÉ,KNQ,NC,NC-U-A
ÎLE DES PINS,ILP,NC,NC-U-A
NESSON,HLU,NC,NC-U-A
KOUMAC,KOC,NC,NC-U-A
LIFOU,LIF,NC,NC-U-A
NOUMÉA MAGENTA,GEA,NC,NC-U-A
POUM / MALABOU,PUV,NC,NC-U-A
MUEO,PDC,NC,NC-U-A
MARÉ,MEE,NC,NC-U-A
TOUHO,TOU,NC,NC-U-A
OUVÉA,UVE,NC,NC-U-A
LA TONTOUTA INTERNATIONAL,NOU,NC,NC-U-A
AUCKLAND INTERNATIONAL,AKL,NZ,NZ-AUK
TAUPO,TUO,NZ,NZ-WKO
ARDMORE,AMZ,NZ,NZ-AUK
ASHBURTON AERODROME,ASG,NZ,NZ-CAN
CHRISTCHURCH INTERNATIONAL,CHC,NZ,NZ-CAN
CHATHAM ISLANDS / TUUTA,CHT,NZ,NZ-WGN
COROMANDEL AERODROME,CMV,NZ,NZ-WKO
DARGAVILLE AERODROME,DGR,NZ,NZ-NTL
DUNEDIN INTERNATIONAL,DUD,NZ,NZ-OTA
FRANZ JOSEF AERODROME,WHO,NZ,NZ-WTC
GREAT BARRIER AERODROME,GBZ,NZ,NZ-AUK
GREYMOUTH,GMN,NZ,NZ-WTC
GISBORNE,GIS,NZ,NZ-GIS
GLENTANNER,GTN,NZ,NZ-CAN
HOKITIKA AIRFIELD,HKK,NZ,NZ-WTC
HAMILTON INTERNATIONAL,HLZ,NZ,NZ-WKO
WAIHEKE REEVE,WIK,NZ,NZ-AUK
KAIKOURA,KBZ,NZ,NZ-CAN
KERIKERI,KKE,NZ,NZ-NTL
KAIKOHE,KKO,NZ,NZ-NTL
KAITAIA,KAT,NZ,NZ-NTL
ALEXANDRA AERODROME,ALR,NZ,NZ-OTA
MATAMATA GLIDER,MTA,NZ,NZ-WKO
MOUNT COOK,MON,NZ,NZ-CAN
MILFORD SOUND,MFN,NZ,NZ-STL
MOTUEKA,MZP,NZ,NZ-TAS
MANAPOURI,TEU,NZ,NZ-STL
HOOD,MRO,NZ,NZ-WGN
NEW PLYMOUTH,NPL,NZ,NZ-TKI
HAWKE'S BAY,NPE,NZ,NZ-HKB
NELSON,NSN,NZ,NZ-NSN
INVERCARGILL,IVC,NZ,NZ-STL
RNZAF BASE OHAKEA,OHA,NZ,NZ-MWT
OAMARU,OAM,NZ,NZ-OTA
PALMERSTON NORTH,PMR,NZ,NZ-MWT
PICTON AERODROME,PCN,NZ,NZ-MBH
PARAPARAUMU,PPQ,NZ,NZ-WGN
QUEENSTOWN INTERNATIONAL,ZQN,NZ,NZ-OTA
RAGLAN AERODROME,RAG,NZ,NZ-WKO
RYAN'S CREEK AERODROME,SZS,NZ,NZ-STL
ROTORUA REGIONAL,ROT,NZ,NZ-BOP
TAURANGA,TRG,NZ,NZ-BOP
THAMES AERODROME,TMZ,NZ,NZ-WKO
TAKAKA,KTF,NZ,NZ-TAS
TOKOROA AIRFIELD,TKZ,NZ,NZ-WKO
TAHAROA AERODROME,THH,NZ,NZ-WKO
TIMARU,TIU,NZ,NZ-CAN
PUKAKI,TWZ,NZ,NZ-CAN
WOODBOURNE,BHE,NZ,NZ-MBH
WANAKA,WKA,NZ,NZ-OTA
WHAKATANE,WHK,NZ,NZ-BOP
WELLINGTON INTERNATIONAL,WLG,NZ,NZ-WGN
WAIROA,WIR,NZ,NZ-HKB
WHANGAREI,WRE,NZ,NZ-NTL
WESTPORT,WSZ,NZ,NZ-WTC
WHITIANGA,WTZ,NZ,NZ-WKO
WANGANUI,WAG,NZ,NZ-MWT
KNEELAND,NLN,US,US-CA
BENTON FIELD,BZF,US,US-CA
SHANK AIR BASE,OAA,AF,AF-LOW
BAMYAN,BIN,AF,AF-BAM
BOST,BST,AF,AF-HEL
CHAGHCHARAN,CCN,AF,AF-GHO
SARDEH BAND,SBF,AF,AF-GHA
DARWAZ,DAZ,AF,AF-BDS
FARAH,FAH,AF,AF-FRA
FAYZABAD,FBD,AF,AF-BDS
GARDEZ,GRG,AF,AF-PIA
KHWAHAN,KWH,AF,AF-BDS
HERAT - KHWAJA ABDULLAH ANSARI INTERNATIONAL,HEA,AF,AF-HER
BAGRAM AIRFIELD,OAI,AF,AF-PAR
JALALABAD,JAA,AF,AF-NAN
KABUL INTERNATIONAL,KBL,AF,AF-KAB
AHMAD SHAH BABA INTERNATIONAL / KANDAHAR AIRFIELD,KDH,AF,AF-KAN
MAYMANA ZAHIRADDIN FARYABI,MMZ,AF,AF-FYB
MAZAR-I-SHARIF INTERNATIONAL,MZR,AF,AF-BAL
NILI,VCC,AF,AF-DAY
URGUN,URN,AF,AF-PKA
QALA-I-NAW,LQN,AF,AF-BDG
SHARANA AIRSTRIP,OAS,AF,AF-PKA
SHINDAND AIR BASE,OAH,AF,AF-FRA
SHEGHNAN,SGA,AF,AF-BDS
TARINKOT,TII,AF,AF-ORU
TALEQAN,TQN,AF,AF-TAK
KUNDUZ,UND,AF,AF-KDZ
CAMP SHORABAK AIRFIELD,OAZ,AF,AF-HEL
ZARANJ,ZAJ,AF,AF-NIM
BAHRAIN INTERNATIONAL,BAH,BH,BH-15
CORISCO INTERNATIONAL,OCS,GQ,GQ-LI
ABHA INTERNATIONAL,AHB,SA,SA-14
AL-AHSA INTERNATIONAL,HOF,SA,SA-04
KING SAUD BIN ABDULAZIZ (AL BAHA),ABT,SA,SA-11
BISHA,BHH,SA,SA-14
KING FAHD INTERNATIONAL,DMM,SA,SA-04
KING SALMAN ABDULAZIZ,DWD,SA,SA-01
KING ABDULAZIZ AIR BASE,DHA,SA,SA-04
JIZAN REGIONAL / KING ABDULLAH BIN ABDULAZIZ,GIZ,SA,SA-09
GASSIM,ELQ,SA,SA-05
GURAYAT DOMESTIC,URY,SA,SA-08
HA'IL,HAS,SA,SA-06
JUBAIL,QJB,SA,SA-04
KING ABDULAZIZ INTERNATIONAL,JED,SA,SA-02
KING KHALED MILITARY CITY,KMC,SA,SA-04
KING KHALID AIR BASE,KMX,SA,SA-14
PRINCE MOHAMMAD BIN ABDULAZIZ,MED,SA,SA-03
NAJRAN DOMESTIC,EAM,SA,SA-10
NEOM BAY,NUM,SA,SA-07
